,dt,main,weather,clouds,wind,visibility,pop,sys,dt_txt,rain,city,city_id,month,day,hours
395,1719122400,"{'temp': 284.98, 'feels_like': 284.44, 'temp_min': 284.98, 'temp_max': 284.98, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 967, 'humidity': 85, 'temp_kf': 0}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",{'all': 99},"{'speed': 0.77, 'deg': 309, 'gust': 1.2}",10000.0,0.0,{'pod': 'd'},2024-06-23 06:00:00,,Château du Haut-Kœnigsbourg,136411398,6,23,6
396,1719133200,"{'temp': 284.84, 'feels_like': 284.39, 'temp_min': 284.84, 'temp_max': 284.84, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 968, 'humidity': 89, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 100},"{'speed': 0.94, 'deg': 310, 'gust': 2.34}",10000.0,0.23,{'pod': 'd'},2024-06-23 09:00:00,{'3h': 0.15},Château du Haut-Kœnigsbourg,136411398,6,23,9
397,1719144000,"{'temp': 286.32, 'feels_like': 285.81, 'temp_min': 286.32, 'temp_max': 286.32, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 968, 'humidity': 81, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 100},"{'speed': 1.6, 'deg': 300, 'gust': 3.13}",10000.0,0.36,{'pod': 'd'},2024-06-23 12:00:00,{'3h': 0.27},Château du Haut-Kœnigsbourg,136411398,6,23,12
398,1719154800,"{'temp': 285.78, 'feels_like': 285.53, 'temp_min': 285.78, 'temp_max': 285.78, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 968, 'humidity': 93, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 100},"{'speed': 1.02, 'deg': 19, 'gust': 1.93}",9937.0,1.0,{'pod': 'd'},2024-06-23 15:00:00,{'3h': 1.05},Château du Haut-Kœnigsbourg,136411398,6,23,15
399,1719165600,"{'temp': 284.65, 'feels_like': 284.41, 'temp_min': 284.65, 'temp_max': 284.65, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 969, 'humidity': 98, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 100},"{'speed': 1.27, 'deg': 251, 'gust': 2.04}",10000.0,1.0,{'pod': 'd'},2024-06-23 18:00:00,{'3h': 2.67},Château du Haut-Kœnigsbourg,136411398,6,23,18
400,1718744400,"{'temp': 296.04, 'feels_like': 296.06, 'temp_min': 292.55, 'temp_max': 296.04, 'pressure': 1011, 'sea_level': 1011, 'grnd_level': 971, 'humidity': 64, 'temp_kf': 3.49}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'all': 0},"{'speed': 2.61, 'deg': 274, 'gust': 2.27}",10000.0,0.37,{'pod': 'n'},2024-06-18 21:00:00,{'3h': 0.28},Colmar,136331572,6,18,21
401,1718755200,"{'temp': 294.45, 'feels_like': 294.59, 'temp_min': 291.28, 'temp_max': 294.45, 'pressure': 1012, 'sea_level': 1012, 'grnd_level': 972, 'humidity': 75, 'temp_kf': 3.17}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'all': 33},"{'speed': 1.33, 'deg': 311, 'gust': 2.16}",10000.0,1.0,{'pod': 'n'},2024-06-19 00:00:00,{'3h': 0.93},Colmar,136331572,6,19,0
402,1718766000,"{'temp': 292.45, 'feels_like': 292.71, 'temp_min': 290.65, 'temp_max': 292.45, 'pressure': 1012, 'sea_level': 1012, 'grnd_level': 972, 'humidity': 87, 'temp_kf': 1.8}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'all': 67},"{'speed': 1.81, 'deg': 233, 'gust': 1.55}",10000.0,1.0,{'pod': 'n'},2024-06-19 03:00:00,{'3h': 2.37},Colmar,136331572,6,19,3
403,1718776800,"{'temp': 292.84, 'feels_like': 293.24, 'temp_min': 292.84, 'temp_max': 292.84, 'pressure': 1014, 'sea_level': 1014, 'grnd_level': 973, 'humidity': 91, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 81},"{'speed': 0.63, 'deg': 8, 'gust': 1.35}",10000.0,1.0,{'pod': 'd'},2024-06-19 06:00:00,{'3h': 0.85},Colmar,136331572,6,19,6
404,1718787600,"{'temp': 295.6, 'feels_like': 295.94, 'temp_min': 295.6, 'temp_max': 295.6, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 975, 'humidity': 78, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 67},"{'speed': 1.23, 'deg': 58, 'gust': 0.91}",10000.0,0.75,{'pod': 'd'},2024-06-19 09:00:00,{'3h': 0.4},Colmar,136331572,6,19,9
405,1718798400,"{'temp': 296, 'feels_like': 296.56, 'temp_min': 296, 'temp_max': 296, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 975, 'humidity': 85, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 72},"{'speed': 2.39, 'deg': 54, 'gust': 1.16}",10000.0,1.0,{'pod': 'd'},2024-06-19 12:00:00,{'3h': 1.81},Colmar,136331572,6,19,12
406,1718809200,"{'temp': 297, 'feels_like': 297.48, 'temp_min': 297, 'temp_max': 297, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 975, 'humidity': 78, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 48},"{'speed': 2.54, 'deg': 60, 'gust': 2.63}",10000.0,1.0,{'pod': 'd'},2024-06-19 15:00:00,{'3h': 1.3},Colmar,136331572,6,19,15
407,1718820000,"{'temp': 295.21, 'feels_like': 295.61, 'temp_min': 295.21, 'temp_max': 295.21, 'pressure': 1018, 'sea_level': 1018, 'grnd_level': 977, 'humidity': 82, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 73},"{'speed': 1.74, 'deg': 44, 'gust': 4.61}",10000.0,0.84,{'pod': 'd'},2024-06-19 18:00:00,{'3h': 0.21},Colmar,136331572,6,19,18
408,1718830800,"{'temp': 290.37, 'feels_like': 290.65, 'temp_min': 290.37, 'temp_max': 290.37, 'pressure': 1020, 'sea_level': 1020, 'grnd_level': 979, 'humidity': 96, 'temp_kf': 0}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'all': 76},"{'speed': 2.93, 'deg': 12, 'gust': 5.31}",10000.0,0.01,{'pod': 'n'},2024-06-19 21:00:00,,Colmar,136331572,6,19,21
409,1718841600,"{'temp': 288.42, 'feels_like': 288.48, 'temp_min': 288.42, 'temp_max': 288.42, 'pressure': 1020, 'sea_level': 1020, 'grnd_level': 979, 'humidity': 95, 'temp_kf': 0}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'all': 54},"{'speed': 2.17, 'deg': 353, 'gust': 3.15}",10000.0,0.0,{'pod': 'n'},2024-06-20 00:00:00,,Colmar,136331572,6,20,0
410,1718852400,"{'temp': 287.64, 'feels_like': 287.68, 'temp_min': 287.64, 'temp_max': 287.64, 'pressure': 1020, 'sea_level': 1020, 'grnd_level': 978, 'humidity': 97, 'temp_kf': 0}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'all': 52},"{'speed': 1.81, 'deg': 350, 'gust': 2.21}",10000.0,0.0,{'pod': 'n'},2024-06-20 03:00:00,,Colmar,136331572,6,20,3
411,1718863200,"{'temp': 290.27, 'feels_like': 290.52, 'temp_min': 290.27, 'temp_max': 290.27, 'pressure': 1020, 'sea_level': 1020, 'grnd_level': 979, 'humidity': 95, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 76},"{'speed': 0.58, 'deg': 86, 'gust': 0.51}",10000.0,0.2,{'pod': 'd'},2024-06-20 06:00:00,{'3h': 0.32},Colmar,136331572,6,20,6
412,1718874000,"{'temp': 292.37, 'feels_like': 292.67, 'temp_min': 292.37, 'temp_max': 292.37, 'pressure': 1019, 'sea_level': 1019, 'grnd_level': 978, 'humidity': 89, 'temp_kf': 0}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",{'all': 100},"{'speed': 1.7, 'deg': 68, 'gust': 1.98}",10000.0,0.0,{'pod': 'd'},2024-06-20 09:00:00,,Colmar,136331572,6,20,9
413,1718884800,"{'temp': 296.01, 'feels_like': 296.31, 'temp_min': 296.01, 'temp_max': 296.01, 'pressure': 1019, 'sea_level': 1019, 'grnd_level': 977, 'humidity': 75, 'temp_kf': 0}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",{'all': 100},"{'speed': 1.71, 'deg': 105, 'gust': 1.26}",10000.0,0.0,{'pod': 'd'},2024-06-20 12:00:00,,Colmar,136331572,6,20,12
414,1718895600,"{'temp': 296.85, 'feels_like': 297.26, 'temp_min': 296.85, 'temp_max': 296.85, 'pressure': 1018, 'sea_level': 1018, 'grnd_level': 977, 'humidity': 76, 'temp_kf': 0}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",{'all': 100},"{'speed': 1.16, 'deg': 132, 'gust': 1.93}",10000.0,0.16,{'pod': 'd'},2024-06-20 15:00:00,,Colmar,136331572,6,20,15
415,1718906400,"{'temp': 295.05, 'feels_like': 295.67, 'temp_min': 295.05, 'temp_max': 295.05, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 975, 'humidity': 91, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 98},"{'speed': 1.32, 'deg': 14, 'gust': 1.71}",10000.0,0.2,{'pod': 'd'},2024-06-20 18:00:00,{'3h': 0.27},Colmar,136331572,6,20,18
416,1718917200,"{'temp': 292.16, 'feels_like': 292.65, 'temp_min': 292.16, 'temp_max': 292.16, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 975, 'humidity': 97, 'temp_kf': 0}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",{'all': 97},"{'speed': 1.88, 'deg': 341, 'gust': 1.79}",10000.0,0.0,{'pod': 'n'},2024-06-20 21:00:00,,Colmar,136331572,6,20,21
417,1718928000,"{'temp': 291.46, 'feels_like': 291.85, 'temp_min': 291.46, 'temp_max': 291.46, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 974, 'humidity': 96, 'temp_kf': 0}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'all': 83},"{'speed': 1.66, 'deg': 318, 'gust': 1.36}",10000.0,0.0,{'pod': 'n'},2024-06-21 00:00:00,,Colmar,136331572,6,21,0
418,1718938800,"{'temp': 291.92, 'feels_like': 292.33, 'temp_min': 291.92, 'temp_max': 291.92, 'pressure': 1014, 'sea_level': 1014, 'grnd_level': 973, 'humidity': 95, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'all': 82},"{'speed': 1.07, 'deg': 252, 'gust': 1.16}",10000.0,0.38,{'pod': 'n'},2024-06-21 03:00:00,{'3h': 0.26},Colmar,136331572,6,21,3
419,1718949600,"{'temp': 291.69, 'feels_like': 291.87, 'temp_min': 291.69, 'temp_max': 291.69, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 974, 'humidity': 87, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 91},"{'speed': 3.25, 'deg': 237, 'gust': 10.63}",10000.0,1.0,{'pod': 'd'},2024-06-21 06:00:00,{'3h': 1.09},Colmar,136331572,6,21,6
420,1718960400,"{'temp': 289.87, 'feels_like': 290.05, 'temp_min': 289.87, 'temp_max': 289.87, 'pressure': 1014, 'sea_level': 1014, 'grnd_level': 973, 'humidity': 94, 'temp_kf': 0}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",{'all': 100},"{'speed': 1.4, 'deg': 154, 'gust': 2.83}",4328.0,1.0,{'pod': 'd'},2024-06-21 09:00:00,{'3h': 6.45},Colmar,136331572,6,21,9
421,1718971200,"{'temp': 295.61, 'feels_like': 295.61, 'temp_min': 295.61, 'temp_max': 295.61, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 974, 'humidity': 65, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 91},"{'speed': 3.64, 'deg': 195, 'gust': 7.27}",10000.0,1.0,{'pod': 'd'},2024-06-21 12:00:00,{'3h': 1.12},Colmar,136331572,6,21,12
422,1718982000,"{'temp': 296.4, 'feels_like': 296.27, 'temp_min': 296.4, 'temp_max': 296.4, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 974, 'humidity': 57, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 52},"{'speed': 6.24, 'deg': 230, 'gust': 13.47}",10000.0,0.33,{'pod': 'd'},2024-06-21 15:00:00,{'3h': 0.1},Colmar,136331572,6,21,15
423,1718992800,"{'temp': 291.8, 'feels_like': 291.52, 'temp_min': 291.8, 'temp_max': 291.8, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 975, 'humidity': 69, 'temp_kf': 0}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",{'all': 44},"{'speed': 2.83, 'deg': 239, 'gust': 10.76}",10000.0,0.0,{'pod': 'd'},2024-06-21 18:00:00,,Colmar,136331572,6,21,18
424,1719003600,"{'temp': 287.52, 'feels_like': 287.1, 'temp_min': 287.52, 'temp_max': 287.52, 'pressure': 1018, 'sea_level': 1018, 'grnd_level': 977, 'humidity': 80, 'temp_kf': 0}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'all': 70},"{'speed': 2.01, 'deg': 221, 'gust': 2.93}",10000.0,0.0,{'pod': 'n'},2024-06-21 21:00:00,,Colmar,136331572,6,21,21
425,1719014400,"{'temp': 286.76, 'feels_like': 286.42, 'temp_min': 286.76, 'temp_max': 286.76, 'pressure': 1018, 'sea_level': 1018, 'grnd_level': 976, 'humidity': 86, 'temp_kf': 0}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'all': 57},"{'speed': 2.36, 'deg': 247, 'gust': 2.4}",10000.0,0.0,{'pod': 'n'},2024-06-22 00:00:00,,Colmar,136331572,6,22,0
426,1719025200,"{'temp': 286.15, 'feels_like': 285.91, 'temp_min': 286.15, 'temp_max': 286.15, 'pressure': 1017, 'sea_level': 1017, 'grnd_level': 975, 'humidity': 92, 'temp_kf': 0}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",{'all': 0},"{'speed': 1.71, 'deg': 248, 'gust': 2.05}",10000.0,0.0,{'pod': 'n'},2024-06-22 03:00:00,,Colmar,136331572,6,22,3
427,1719036000,"{'temp': 290.35, 'feels_like': 290.16, 'temp_min': 290.35, 'temp_max': 290.35, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 975, 'humidity': 78, 'temp_kf': 0}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",{'all': 20},"{'speed': 1.01, 'deg': 187, 'gust': 1.26}",10000.0,0.0,{'pod': 'd'},2024-06-22 06:00:00,,Colmar,136331572,6,22,6
428,1719046800,"{'temp': 292.79, 'feels_like': 292.9, 'temp_min': 292.79, 'temp_max': 292.79, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 974, 'humidity': 80, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 72},"{'speed': 1.52, 'deg': 198, 'gust': 2.8}",9944.0,1.0,{'pod': 'd'},2024-06-22 09:00:00,{'3h': 0.8},Colmar,136331572,6,22,9
429,1719057600,"{'temp': 294.61, 'feels_like': 294.38, 'temp_min': 294.61, 'temp_max': 294.61, 'pressure': 1014, 'sea_level': 1014, 'grnd_level': 973, 'humidity': 60, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 84},"{'speed': 1.39, 'deg': 234, 'gust': 3.96}",10000.0,1.0,{'pod': 'd'},2024-06-22 12:00:00,{'3h': 1.26},Colmar,136331572,6,22,12
430,1719068400,"{'temp': 290.32, 'feels_like': 290.18, 'temp_min': 290.32, 'temp_max': 290.32, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 973, 'humidity': 80, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 100},"{'speed': 2.62, 'deg': 261, 'gust': 7.36}",10000.0,0.98,{'pod': 'd'},2024-06-22 15:00:00,{'3h': 0.84},Colmar,136331572,6,22,15
431,1719079200,"{'temp': 287.84, 'feels_like': 287.79, 'temp_min': 287.84, 'temp_max': 287.84, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 973, 'humidity': 93, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 100},"{'speed': 1.92, 'deg': 202, 'gust': 2.61}",10000.0,0.89,{'pod': 'd'},2024-06-22 18:00:00,{'3h': 0.37},Colmar,136331572,6,22,18
432,1719090000,"{'temp': 285.28, 'feels_like': 285.08, 'temp_min': 285.28, 'temp_max': 285.28, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 974, 'humidity': 97, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'all': 86},"{'speed': 1.39, 'deg': 207, 'gust': 2.37}",10000.0,0.2,{'pod': 'n'},2024-06-22 21:00:00,{'3h': 0.1},Colmar,136331572,6,22,21
433,1719100800,"{'temp': 284.95, 'feels_like': 284.64, 'temp_min': 284.95, 'temp_max': 284.95, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 974, 'humidity': 94, 'temp_kf': 0}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",{'all': 86},"{'speed': 1.43, 'deg': 240, 'gust': 2}",10000.0,0.0,{'pod': 'n'},2024-06-23 00:00:00,,Colmar,136331572,6,23,0
434,1719111600,"{'temp': 284.34, 'feels_like': 283.97, 'temp_min': 284.34, 'temp_max': 284.34, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 973, 'humidity': 94, 'temp_kf': 0}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",{'all': 98},"{'speed': 0.68, 'deg': 272, 'gust': 0.85}",10000.0,0.0,{'pod': 'n'},2024-06-23 03:00:00,,Colmar,136331572,6,23,3
435,1719122400,"{'temp': 287.58, 'feels_like': 287.3, 'temp_min': 287.58, 'temp_max': 287.58, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 973, 'humidity': 85, 'temp_kf': 0}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",{'all': 99},"{'speed': 0.67, 'deg': 17, 'gust': 0.22}",10000.0,0.0,{'pod': 'd'},2024-06-23 06:00:00,,Colmar,136331572,6,23,6
436,1719133200,"{'temp': 287.83, 'feels_like': 287.7, 'temp_min': 287.83, 'temp_max': 287.83, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 974, 'humidity': 90, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 99},"{'speed': 1.36, 'deg': 38, 'gust': 1.18}",10000.0,0.83,{'pod': 'd'},2024-06-23 09:00:00,{'3h': 0.55},Colmar,136331572,6,23,9
437,1719144000,"{'temp': 289.43, 'feels_like': 289.28, 'temp_min': 289.43, 'temp_max': 289.43, 'pressure': 1015, 'sea_level': 1015, 'grnd_level': 974, 'humidity': 83, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 100},"{'speed': 1.59, 'deg': 8, 'gust': 2.28}",10000.0,0.96,{'pod': 'd'},2024-06-23 12:00:00,{'3h': 1.29},Colmar,136331572,6,23,12
438,1719154800,"{'temp': 289.4, 'feels_like': 289.35, 'temp_min': 289.4, 'temp_max': 289.4, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 974, 'humidity': 87, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 100},"{'speed': 1.24, 'deg': 46, 'gust': 1.94}",9567.0,1.0,{'pod': 'd'},2024-06-23 15:00:00,{'3h': 1.8},Colmar,136331572,6,23,15
439,1719165600,"{'temp': 287.08, 'feels_like': 287.09, 'temp_min': 287.08, 'temp_max': 287.08, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 975, 'humidity': 98, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 100},"{'speed': 0.75, 'deg': 233, 'gust': 0.79}",10000.0,1.0,{'pod': 'd'},2024-06-23 18:00:00,{'3h': 2.91},Colmar,136331572,6,23,18
440,1718744400,"{'temp': 295.86, 'feels_like': 295.86, 'temp_min': 292.17, 'temp_max': 295.86, 'pressure': 1011, 'sea_level': 1011, 'grnd_level': 968, 'humidity': 64, 'temp_kf': 3.69}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'all': 0},"{'speed': 2.96, 'deg': 270, 'gust': 2.51}",10000.0,0.22,{'pod': 'n'},2024-06-18 21:00:00,{'3h': 0.21},Eguisheim,136516441,6,18,21
441,1718755200,"{'temp': 294.26, 'feels_like': 294.38, 'temp_min': 291.07, 'temp_max': 294.26, 'pressure': 1012, 'sea_level': 1012, 'grnd_level': 970, 'humidity': 75, 'temp_kf': 3.19}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'all': 33},"{'speed': 1.27, 'deg': 314, 'gust': 1.83}",10000.0,1.0,{'pod': 'n'},2024-06-19 00:00:00,{'3h': 0.78},Eguisheim,136516441,6,19,0
442,1718766000,"{'temp': 292.24, 'feels_like': 292.45, 'temp_min': 290.43, 'temp_max': 292.24, 'pressure': 1012, 'sea_level': 1012, 'grnd_level': 969, 'humidity': 86, 'temp_kf': 1.81}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'all': 67},"{'speed': 1.66, 'deg': 232, 'gust': 1.47}",10000.0,1.0,{'pod': 'n'},2024-06-19 03:00:00,{'3h': 2.61},Eguisheim,136516441,6,19,3
443,1718776800,"{'temp': 292.6, 'feels_like': 292.98, 'temp_min': 292.6, 'temp_max': 292.6, 'pressure': 1014, 'sea_level': 1014, 'grnd_level': 970, 'humidity': 91, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 79},"{'speed': 0.64, 'deg': 31, 'gust': 1}",10000.0,1.0,{'pod': 'd'},2024-06-19 06:00:00,{'3h': 0.67},Eguisheim,136516441,6,19,6
444,1718787600,"{'temp': 295.12, 'feels_like': 295.49, 'temp_min': 295.12, 'temp_max': 295.12, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 972, 'humidity': 81, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 65},"{'speed': 1.3, 'deg': 77, 'gust': 0.76}",10000.0,0.85,{'pod': 'd'},2024-06-19 09:00:00,{'3h': 0.48},Eguisheim,136516441,6,19,9
445,1718798400,"{'temp': 295.76, 'feels_like': 296.32, 'temp_min': 295.76, 'temp_max': 295.76, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 972, 'humidity': 86, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 69},"{'speed': 2.12, 'deg': 62, 'gust': 0.91}",9382.0,1.0,{'pod': 'd'},2024-06-19 12:00:00,{'3h': 1.96},Eguisheim,136516441,6,19,12
446,1718809200,"{'temp': 296.79, 'feels_like': 297.25, 'temp_min': 296.79, 'temp_max': 296.79, 'pressure': 1016, 'sea_level': 1016, 'grnd_level': 973, 'humidity': 78, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 47},"{'speed': 2.6, 'deg': 55, 'gust': 2.64}",10000.0,1.0,{'pod': 'd'},2024-06-19 15:00:00,{'3h': 1.46},Eguisheim,136516441,6,19,15
447,1718820000,"{'temp': 294.97, 'feels_like': 295.35, 'temp_min': 294.97, 'temp_max': 294.97, 'pressure': 1018, 'sea_level': 1018, 'grnd_level': 974, 'humidity': 82, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 72},"{'speed': 1.88, 'deg': 36, 'gust': 4.53}",10000.0,0.92,{'pod': 'd'},2024-06-19 18:00:00,{'3h': 0.22},Eguisheim,136516441,6,19,18
448,1718830800,"{'temp': 290.27, 'feels_like': 290.54, 'temp_min': 290.27, 'temp_max': 290.27, 'pressure': 1020, 'sea_level': 1020, 'grnd_level': 976, 'humidity': 96, 'temp_kf': 0}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'all': 74},"{'speed': 2.7, 'deg': 13, 'gust': 5.08}",10000.0,0.01,{'pod': 'n'},2024-06-19 21:00:00,,Eguisheim,136516441,6,19,21
449,1718841600,"{'temp': 288.28, 'feels_like': 288.33, 'temp_min': 288.28, 'temp_max': 288.28, 'pressure': 1020, 'sea_level': 1020, 'grnd_level': 976, 'humidity': 95, 'temp_kf': 0}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'all': 51},"{'speed': 2.13, 'deg': 355, 'gust': 3.08}",10000.0,0.0,{'pod': 'n'},2024-06-20 00:00:00,,Eguisheim,136516441,6,20,0
450,1718852400,"{'temp': 287.43, 'feels_like': 287.45, 'temp_min': 287.43, 'temp_max': 287.43, 'pressure': 1020, 'sea_level': 1020, 'grnd_level': 975, 'humidity': 97, 'temp_kf': 0}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'all': 62},"{'speed': 1.77, 'deg': 349, 'gust': 2.15}",10000.0,0.0,{'pod': 'n'},2024-06-20 03:00:00,,Eguisheim,136516441,6,20,3
451,1718863200,"{'temp': 290.05, 'feels_like': 290.28, 'temp_min': 290.05, 'temp_max': 290.05, 'pressure': 1020, 'sea_level': 1020, 'grnd_level': 976, 'humidity': 95, 'temp_kf': 0}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'all': 81},"{'speed': 0.43, 'deg': 89, 'gust': 0.34}",10000.0,0.22,{'pod': 'd'},2024-06-20 06:00:00,{'3h': 0.34},Eguisheim,136516441,6,20,6
452,1718874000,"{'temp': 291.79, 'feels_like': 292.09, 'temp_min': 291.79, 'temp_max': 291.79, 'pressure': 1019, 'sea_level': 1019, 'grnd_level': 975, 'humidity': 91, 'temp_kf': 0}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",{'all': 100},"{'speed': 1.38, 'deg': 77, 'gust': 1.69}",10000.0,0.0,{'pod': 'd'},2024-06-20 09:00:00,,Eguisheim,136516441,6,20,9
